duplicates_cnt
2
2
2
2
2
2
2
2
2
2
2
4
8152
177
2
4
2
2
2
2
2
6
13
3
2
3
2
2
2
2
2
2
3
3
2
3
6
2
2
2
2
2
3
2
2
2
2
2
2
2
5
2
141
2
2
2
3
2
2
8
2
2
2
9
9
2
2
2
2
2
2
2
2
2
2
14
5
2
2
2
2
12
2
2
2
2
3
2
4
6
2
2
2
2
2
2
20
4
2
7
3
2
2
25
8
2
2
2
2
2
12
2
2
2
3
2
3
4
3
2
2
2
2
3
3
2
2
4
2
2
2
2
2
16
2
4
2
2
2
2
5
8
7
3
2
2
2
3
2
2
2
6
2
3
2
8
2
3
2
2
3
2
2
4
2
4
9
2
2
2
2
2
6
2
2
2
2
2
2
4
2
2
2
2
2
2
2
5
2
29
2
2
2
2
2
2
2
15
2
2
3
2
2
3
2
2
3
5
4
2
31
127
2
2
3
3
2
3
3
6
2
2
2
2
2
2
2
2
11
13
14
17
3
2
2
2
2
2
2
2
3
2
2
2
2
2
3
2
3
4
4
4
3
2
2
2
5
2
9
4
2
2
3
2
2
5
5
170
2
2
2
2
2
2
2
2
2
2
3
3
4
2
2
2
3
2
2
8
4
4
5
4
4
4
2
2
2
2
2
2
14
4
7
9
2
32
2
2
2
2
2
2
5
2
2
2
4
4
2
2
3
2
4
2
3
2
4
3
3
4
2
2
3
2
2
2
2
3
2
3
2
2
2
2
3
6
3
3
2
2
2
2
2
2
2
3
7
2
2
3
3
4
3
2
4
8
5
2
2
6
215
2
2
2
2
5
4
2
2
2
2
2
2
2
2
2
3
2
2
3
3
5
2
4
2
5
3
8
2
3
3
5
27
2
2
2
2
4
2
2
14
2
2
2
2
2
3
2
2
2
6
2
2
3
2
2
2
3
2
2
2
2
2
2
2
2
21
2
14
4
3
2
5
3
2
5
2
2
2
2
3
2
2
2
2
2
3
2
2
2
4
2
6
7
2
2
4
16
10
10
10
10
16
10
16
10
10
10
10
10
10
10
9
16
10
10
10
16
15
2
2
2
2
2
2
20
7
4
9
2
2
2
4
2
6
4
5
2
9
2
4
4
4
2
2
2
2
36
2
2
2
2
2
2
2
10
4
2
2
2
3
2
2
2
25
2
2
4
5
2
3
19
2
4
3
3
3
4
2
2
2
2
16
2
6
18
2
2
2
4
3
2
2
2
2
2
2
6
2
2
8
2
66
2
2
2
2
2
8
2
2
3
3
13
2
2
4
2
4
5
2
2
2
2
2
3
2
8
3
2
2
2
2
2
2
2
2
4
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
4
3
2
2
2
2
2
2
2
2
4
2
2
6
4
2
2
8
2
2
2
2
5
2
2
2
6
2
2
2
2
2
2
2
2
6
65
2
2
11
2
4
2
2
2
2
2
2
2
2
2
3
4
2
2
2
2
4
2
3
2
2
7
2
2
2
2
2
4
3
2
2
2
3
4
4
4
2
2
2
11
3
2
2
2
2
2
2
2
4
6
12
2
4
2
2
2
2
4
4
3
2
2
2
2
2
10
2
2
2
2
2
2
4
2
2
2
2
2
2
2
2
3
2
2
2
8
2
2
2
2
2
2
2
2
2
2
2
2
3
2
2
2
2
26
3
12
2
645
2
2
2
2
2
2
2
4
2
2
2
2
2
2
2
4
3
4
2
2
3
2
3
2
2
3
2
4
4
2
2
3
2
2
2
2
2
2
2
3
8
2
5
2
4
5
2
5
2
5
2
2
2
2
34
2
2
2
16
6
10
6
4
10
2
8
3
9
6
3
3
3
3
4
12
2
2
2
3
2
5
2
2
2
2
3
2
4
2
2
3
2
11
2
6
2
3
2
2
4
3
37
2
2
2
4
2
2
4
2
3
2
2
4
2
5
6
2
2
2
3
2
45
4
2
4
2
4
2
2
2
2
2
2
2
2
2
2
2
2
4
2
2
2
2
9
2
2
2
2
2
2
2
2
2
2
3
4
4
2
2
4
2
5
2
4
4
2
10
2
4
2
2
2
13
2
2
2
2
3
14
2
2
2
2
2
4
2
2
4
4
2
2
10
10
3
2
2
9
6
2
3
8
3
3
4
2
2
5
2
4
5
2
2
2
2
18
2
3
2
2
2
9
5
3
2
2
2
16
3
2
2
2
3
2
2
5
24
2
7
2
2
2
2
2
2
2
2
2
2
2
2
5
2
2
2
2
3
2
5
2
2
3
2
2
4
2
3
2
2
2
2
2
2
2
2
2
3
8
2
2
4
2
2
2
2
2
2
2
2
2
2
2
2
4
3
2
2
2
5
2
2
3
6
17
10
3
2
2
2
2
2
3
2
3
2
3
2
3
7
2
2
2
3
2
2
2
2
5
2
2
3
4
2
4
2
2
3
3
2
2
6
2
2
3
2
2
2
2
2
2
2
2
2
2
2
3
2
2
2
2
3
2
2
2
3
2
2
4
6
2
2
2
2
2
4
2
3
2
2
2
3
3
2
2
2
2
4
2
2
8
2
2
3
2
2
2
2
2
2
3
3
2
2
6
2
2
2
2
4
3
2
2
2
2
7
2
3
10
10
8
10
2
3
2
10
11
10
10
5
2
2
2
7
4
2
2
2
3
2
7
5
14
5
3
2
4
2
3
2
5
2
2
4
2
2
2
2
3
5
2
2
2
2
5
3
2
3
3
3
2
2
2
2
3
3
2
2
4
9
3
7
5
2
3
2
2
4
2
3
2
49
2
3
2
2
7
2
2
4
2
2
2
20
2
2
21
2
14
12
21
21
20
21
21
21
23
20
12
2
13
21
19
11
2
4
2
15
2
2
2
5
8
2
2
2
2
2
3
2
4
3
2
3
2
5
5
3
2
2
2
10
2
5
2
2
2
2
2
2
2
2
5
2
4
4
2
2
2
7
2
2
5
2
5
3
3
2
2
2
2
5
2
4
3
5
12
2
3
3
2
2
88
2
3
2
3
2
2
2
11
2
2
2
2
3
2
2
3
2
2
2
2
2
2
3
2
2
2
2
2
4
2
2
2
2
3
2
2
2
2
3
2
2
2
2
2
2
2
2
3
2
2
2
3
4
2
2
2
2
2
2
2
2
2
2
2
2
3
2
2
2
3
2
2
2
2
4
4
2
2
3
2
2
2
4
3
2
6
12
4
17
3
2
2
4
2
2
5
2
2
2
2
2
2
2
2
2
7
7
2
2
37
4
2
7
2
2
2
2
2
3
2
2
2
4
2
2
4
2
2
2
2
2
8
3
2
2
2
5
6
6
4
4
2
6
2
2
2
2
5
4
2
3
1650
37
2
2
4
2
11
2
6
2
4
2
2
4
5
3
3
2
5
2
4
2
6
2
2
2
2
3
3
2
3
4
2
4
5
2
2
2
2
2
2
3
2
2
2
5
4
3
2
18
40
8
2
23
2
2
4
2
4
2
4
2
2
5
4
2
2
2
2
2
3
2
2
4
2
2
4
8
2
2
2
2
2
2
2
2
2
2
9
54
2
2
4
2
3
2
2
3
7
2
6
2
2
2
2
4
2
6
7
5
3
5
6
16
2
3
2
6
2
2
5
4
4
4
2
2
2
4
2
3
2
4
2
3
4
2
2
2
2
4
5
5
4
7
3
5
2
3
2
2
5
5
2
2
2
2
3
4
7
6
5
2
2
2
3
5
2
2
2
2
3
2
2
2
2
4
4
2
3
4
2
2
2
2
2
2
4
10
2
2
6
2
4
2
2
2
3
3
2
3
2
2
2
2
2
4
3
6
8
2
2
2
2
2
2
2
4
2
2
2
9
9
2
3
2
2
2
2
2
2
2
3
2
3
3
2
2
2
2
2
2
2
3
2
2
2
2
3
2
2
2
3
2
2
5
2
2
2
2
2
2
2
4
2
2
8
2
6
2
2
2
3
2
4
2
2
2
4
2
2
3
3
2
3
4
2
2
3
2
2
2
2
2
2
2
2
2
2
10
2
4
2
2
4
2
2
2
6
4
2
2
3
5
2
2
2
2
6
2
9
2
2
2
6
2
3
5
2
4
2
6
4
8
2
4
2
2
6
2
3
2
2
2
2
2
2
3
2
2
6
6
4
2
2
2
18
6
2
2
2
2
2
14
2
2
6
2
2
5
4
2
2
2
2
3
2
2
3
4
2
2
2
3
2
29
6
4
3
2
2
2
2
2
2
2
8
2
2
2
9
2
5
2
3
7
2
4
2
2
2
2
2
2
2
2
2
3
2
4
3
2
2
2
2
2
2
2
6
2
2
2
2
110
2
8
3
2
2
4
14
2
2
2
2
4
2
8
2
2
2
9
2
2
2
2
2
2
5
2
4
2
4
2
2
2
2
4
2
3
15
2
4
2
4
4
22
2
2
2
2
2
2
2
2
6
2
4
3
2
3
3
3
2
2
2
2
4
2
24
20
8
2
3
2
18
2
5
4
2
2
2
3
2
2
2
2
2
2
2
2
2
6
2
2
5
3
2
312
2
2
2
2
3
2
4
2
8
2
4
2
2
4
2
2
2
7
2
2
3
2
2
6
3
2
3
2
2
2
2
2
4
2
2
3
2
2
3
2
3
2
2
2
2
2
3
2
2
588
10
15
5
4
2
2
2
2
2
2
2
4
2
4
2
2
6
2
2
2
2
2
6
2
2
2
2
2
2
3
2
2
2
2
2
2
2
4
3
2
3
2
8
2
2
2
2
2
2
2
2
4
4
2
2
2
4
2
2
2
3
2
5
16
2
2
2
2
4
2
3
2
4
5
3
2
2
2
2
3
2
2
6
2
2
2
4
2
2
2
2
4
2
2
4
2
2
2
2
6
2
3
2
2
2
2
3
2
2
2
6
2
4
6
2
2
2
2
3
2
2
2
2
2
2
2
4
2
4
2
2
2
2
2
2
2
2
62
2
3
3
2
2
2
2
2
4
2
2
2
4
2
2
3
10
2
8
2
5
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
6
8
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
3
2
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
2
2
2
3
2
2
2
2
2
2
3
2
3
3
3
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
8
2
2
2
2
2
2
4
3
2
2
3
2
2
2
3
2
146
2
2
6
66
2
3
4
2
2
2
2
2
2
2
2
2
3
14
2
3
2
2
5
2
2
2
2
2
2
2
3
3
2
3
2
2
2
2
3
2
2
2
2
2
2
5
2
6
10
2
3
13
2
3
3
2
2
2
2
2
5
3
4
2
2
2
4
2
2
37
2
3
5
2
2
8
2
2
2
2
2
2
2
65
2
2
2
2
6
2
2
2
2
2
2
11
5
3
2
2
4
2
2
2
2
2
2
2
2
3
24
5
2
2
2
2
2
2
6
2
2
2
2
16
2
371
2
4
2
2
2
2
2
2
4
2
2
2
4
2
3
2
2
2
2
2
2
2
2
4
6
2
2
2
3
2
2
2
2
3
3
8
2
2
2
2
3
4
2
6
2
2
2
2
2
2
2
2
4
2
2
6
2
3
2
2
2
2
2
2
5
2
5
4
2
2
2
5
2
6
2
2
2
2
2
4
2
2
2
2
2
6
3
2
3
2
2
2
2
2
2
2
3
2
2
2
2
6
2
2
2
2
3
4
2
4
5
3
10
2
2
4
2
4
2
2
3
2
2
2
6
3
3
2
2
2
2
2
2
2
2
2
2
2
2
3
5
2
3
3
7
2
2
2
2
2
2
2
2
8
4
4
3
2
2
4
2
2
2
4
2
2
2
2
2
2
5
2
4
2
2
2
2
2
5
2
4
2
6
2
2
6
6
2
17
2
2
3
3
2
2
3
17
2
3
2
2
2
4
2
2
2
6
7
2
2
6
2
2
2
3
2
2
4
2
3
2
2
6
2
2
2
2
2
7
2
3
2
2
7
2
2
6
2
2
2
3
2
2
13
2
2
2
8
2
7
2
2
2
2
2
2
2
2
6
2
4
3
2
2
2
2
2
4
2
2
2
2
2
2
2
2
3
2
2
10
2
6
3
3
4
4
4
2
2
2
2
2
2
2
2
3
2
4
2
4
2
4
2
5
2
3
2
3
5
3
56
2
2
2
2
2
2
6
3
10
8
4
7
4
12
3
2
2
2
2
66
3
2
3
2
2
2
2
2
2
2
2
2
4
2
2
2
2
4
2
2
2
2
2
2
2
2
2
8
2
2
2
2
2
4
2
2
2
4
2
2
2
3
2
2
2
2
4
2
2
6
3
3
2
2
2
2
4
2
4
3
2
2
2
2
2
6
2
2
3
2
2
2
2
9
2
12
6
2
2
2
2
2
2
2
2
3
9
2
3
2
2
2
2
2
2
2
2
2
2
4
2
5
2
2
2
2
2
4
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
5
2
2
3
2
58
3
2
2
2
2
2
2
5
2
2
8
2
2
2
2
2
3
2
8
2
4
2
9
2
6
2
4
3
2
3
3
2
2
6
2
4
3
2
2
2
2
2
52
2
3
11
3
2
2
2
2
2
2
2
5
6
2
4
2
4
4
9
2
2
11
5
2
3
2
2
5
2
8
2
3
2
2
2
2
2
2
2
24
2
5
12
2
3
4
2
2
3
3
6
4
2
4
5
2
2
13
2
7
3
2
2
2
2
2
8
4
2
2
2
2
2
6
2
2
2
17
6
8
2
2
8
281
2
6
2
4
7
2
2
3
6
4
2
2
3
3
2
2
2
2
2
2
3
6
3
2
3
5
3
3
2
2
3
2
4
3
2
2
2
4
3
2
48
5
2
2
2
2
4
3
2
2
2
2
444
3
4
2
2
2
2
2
2
2
2
2
2
3
2
2
2
2
6
4
14
2
2
2
2
2
4
2
2
2
6
2
3
5
2
3
3
2
3
3
3
2
4
4
49
5
3
2
6
2
5
2
2
2
15
2
2
2
2
4
2
5
6
2
2
2
2
2
48
2
2
2
2
2
2
2
5
4
2
2
2
3
2
20
2
2
2
2
2
2
2
2
2
2
4
2
12
2
2
2
2
2
2
2
3
2
2
5
13
2
4
6
4
2
6
2
2
33
5
2
2
3
3
5
3
5
23
2
4
5
2
2
3
2
2
3
2
2
2
2
2
3
2
2
2
2
3
2
6
4
2
2
2
2
3
3
3
3
2
2
5
2
2
5
4
2
2
2
2
2
2
3
8
2
93
6
2
4
2
2
13
2
2
2
2
2
3
3
2
3
4
2
2
2
2
2
2
2
3
3
2
2
3
2
12
2
3
3
2
2
5
2
15
2
2
2
2
2
13
16
2
2
4
2
2
2
14
5
3
19
2
2
3
2
2
2
4
5
2
2
2
2
5
2
2
2
3
5
4
2
4
2
2
32
2
2
3
2
3
2
2
2
2
2
2
3
2
4
3
7
2
2
2
2
2
2
7
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
7
2
3
2
2
2
3
2
2
2
2
2
2
3
3
2
2
2
2
3
2
6
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
5
2
2
2
3
8
2
2
2
2
2
2
4
2
2
2
12
2
2
2
3
2
2
3
2
3
5
5
2
2
2
2
2
2
2
2
2
2
2
36
29
2
2
2
2
2
3
3
3
4
3
2
2
2
2
2
2
2
2
2
3
2
2
2
2
6
4
2
2
2
2
3
2
2
2
11
2
2
3
4
2
3
4
5
3
2
2
2
2
2
2
2
2
3
4
7
2
2
2
3
2
2
6
3
2
3
2
3
5
3
2
3
2
2
2
3
6
2
4
2
2
2
2
2
2
2
4
4
2
3
5
2
6
2
4
3
7
3
4
3
4
3
3
3
4
3
2
4
2
3
2
2
2
2
3
5
2
3
2
2
4
4
2
3
4
7
2
2
4
3
2
2
7
3
2
4
2
5
3
3
2
2
2
2
2
3
3
3
2
5
2
2
2
3
2
2
5
3
6
2
2
2
5
2
4
2
4
5
2
2
2
5
4
2
4
5
4
2
2
3
3
5
6
2
2
2
3
2
2
2
2
3
2
2
2
4
2
2
2
2
2
2
2
3
3
2
2
2
2
2
2
3
3
2
3
4
5
2
3
2
2
3
2
2
4
2
5
4
2
2
2
2
2
2
3
3
2
4
2
2
3
2
4
2
2
2
2
2
2
2
2
8
2
2
5
5
3
2
2
2
2
3
9
2
2
2
2
5
4
2
2
3
2
2
6
2
2
2
2
3
2
2
2
2
4
2
2
2
3
9
2
10
3
2
4
2
10
2
2
2
3
2
2
2
6
2
2
2
6
10
12
2
32
3
2
2
2
4
4
2
3
4
2
2
5
12
2
2
2
2
2
10
2
4
5
4
2
2
2
2
2
2
2
2
2
2
2
7
11
3
2
2
2
2
3
2
2
3
2
2
6
4
2
2
2
5
6
4
2
2
4
15
10
4
2
2
2
2
2
3
3
3
2
3
3
5
2
2
5
4
4
2
2
2
2
2
2
2
2
5
2
2
2
2
5
5
5
2
3
3
2
2
3
2
3
2
2
2
4
2
2
3
2
2
2
2
2
2
2
2
2
9
2
2
2
2
2
2
2
2
2
2
2
2
2
4
2
2
2
2
2
2
2
3
8
2
7
2
2
2
2
2
2
2
2
6
5
6
4
4
8
641
2
6
2
21
32
4
4
2
2
4
2
2
2
2
2
6
2
6
2
2
2
3
2
4
4
4
4
2
2
2
3
3
2
2
2
3
3
2
2
3
3
2
2
2
2
3
4
4
2
2
2
2
2
2
3
7
2
4
2
2
2
18
10
24
2
4
2
3
2
2
2
2
2
3
3
3
2
2
4
13
2
2
2
2
2
4
2
2
2
2
9
3
3
3
6
3
2
3
2
2
2
2
2
2
2
2
2
2
2
2
2
6
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
3
2
2
10
3
3
4
12
5
2
6
2
2
2
3
2
3
2
2
2
2
5
2
2
2
2
8
4
4
2
2
2
2
2
2
2
2
3
2
2
2
2
2
2
4
2
2
2
2
2
2
2
2
2
2
35
70
2
2
2
2
2
2
2
2
2
2
3
5
4
2
2
13
2
4
2
2
2
2
2
2
2
2
20
3
4
3
2
2
2
4
2
3
2
2
2
2
2
8
2
2
4
5
2
3
2
4
7
2
3
2
2
2
7
3
4
3
2
2
2
2
2
2
2
2
38
4
2
2
2
2
4
2
11
2
14
2
2
2
2
2
3
2
2
2
2
2
2
2
2
3
2
2
2
2
2
2
4
2
3
2
8
2
2
2
2
2
2
2
3
2
2
2
3
2
2
2
2
5
6
2
2
6
2
2
3
6
2
2
2
3
3
6
37
2
2
2
2
2
7
2
2
2
2
13
2
4
3
2
2
4
3
2
2
2
3
13
33
2
2
2
2
2
2
6
2
3
2
2
2
2
2
4
11
2
3
2
3
2
2
5
2
2
2
2
10
2
2
3
2
3
2
2
2
2
2
2
4
2
2
2
3
5
2
4
2
2
2
2
2
2
6
2
2
2
2
2
2
2
2
4
2
3
2
2
4
3
2
2
4
3
2
2
2
2
2
4
3
74
2
3
2
2
2
2
2
2
2
2
2
20
3
2
2
3
2
2
2
2
4
2
2
6
3
2
2
2
2
2
2
2
2
2
3
4
2
2
4
3
3
2
2
2
2
2
5
2
2
2
7
5
2
2
6
2
2
9
2
2
18
2
2
2
2
2
2
4
3
2
2
2
4
2
2
2
2
2
2
3
2
3
2
2
2
4
2
4
2
2
2
2
2
2
4
2
2
7
2
2
2
2
2
2
6
2
2
6
5
2
2
2
3
2
2
3
20
5
2
2
3
6
2
2
3
2
2
4
2
3
2
2
3
4
2
2
3
2
2
2
2
2
2
2
2
2
2
223
2
2
2
2
10
10
21
20
10
2
2
2
4
4
2
2
2
2
14
2
2
2
2
2
3
2
2
3
2
3
2
2
2
2
6
4
4
2
3
5
2
2
2
2
2
2
2
2
2
6
14
3
2
2
2
2
3
8
3
2
3
3
3
2
2
8
2
2
10
10
16
10
16
2
10
10
10
10
6
15
16
10
16
2
2
9
2
2
2
2
2
2
2
2
3
57
2
4
2
2
3
38
4
2
3
2
2
3
2
2
2
14
4
2
2
2
2
2
3
2
2
3
2
5
2
2
4
2
2
20
2
2
3
2
8
2
2
2
2
2
2
2
2
2
5
3
3
2
2
2
7
2
2
2
2
2
2
2
2
2
2
2
2
3
4
2
5
2
3
2
24
2
2
2
10
6
2
2
2
2
2
3
2
2
2
3
2
4
2
3
2
4
5
2
3
3
4
2
2
2
11
5
4
4
2
4
2
2
2
2
2
2
2
2
3
2
2
2
2
2
4
4
14
2
2
2
2
4
2
2
2
2
2
5
2
2
2
2
3
2
2
2
3
2
3
5
2
2
2
2
2
4
2
2
2
2
2
2
4
2
3
2
2
2
2
2
3
2
2
2
3
4
2
2
3
2
2
4
2
2
4
4
4
2
3
2
2
2
2
2
2
2
2
5
2
2
2
2
2
2
3
5
2
2
2
14
2
2
7
2
2
4
2
2
2
2
2
2
3
2
5
15
3
2411
2
3
2
4
2
2
2
23
2
2
2
2
2
2
4
6
4
2
2
2
2
2
6
3
2
2
2
4
3
2
11
4
2
2
2
4
2
2
2
2
2
2
3
2
3
2
2
2
2
2
2
2
2
6
2
3
3
2
2
3
2
2
5
2
2
5
2
2
2
2
4
2
4
2
13
2
2
3
2
2
10
5
2
2
2
3
2
2
2
4
2
90
4
2
2
2
2
2
4
2
2
2
2
2
2
2
2
2
2
8
2
3
2
2
4
6
2
4
2
4
2
2
2
2
2
2
2
2
17
2
2
2
2
2
12
10
2
2
2
2
2
8
2
2
2
2
12
3
9
2
2
3
2
3
2
10
3
4
2
2
2
2
2
2
2
3
2
2
2
3
3
2
3
4
2
2
3
2
4
2
3
6
5
3
2
4
2
2
2
11
3
2
2
3
2
9
2
3
2
2
31
2
2
2
5
2
2
2
4
4
2
2
2
2
2
2
2
2
2
3
2
2
2
2
2
3
4
2
4
14
4
3
2
2
2
7
8
2
68
7
2
2
13
2
6
3
2
2
4
11
2
2
2
2
2
2
2
2
2
2
2
2
2
4
2
12
4
2
2
2
2
2
8
4
3
2
4
2
3
2
2
2
2
2
2
2
2
2
2
2
2
2
2
3
2
8
2
2
4
2
2
2
2
2
6
2
2
3
2
2
2
2
3
2
3
20
2
2
6
2
2
6
2
2
2
3
3
2
14
2
4
3
2
2
4
5
2
2
6
8
2
2
2
4
2
10
4
2
2
2
2
2
3
2
2
4
7
2
2
2
2
3
2
2
2
4
2
2
2
2
2
2
2
2
2
3
2
4
2
3
2
2
2
2
2
2
4
3
3
2
3
3
4
4
2
2
3
2
3
2
2
4
2
3
2
2
2
4
2
2
2
2
2
2
4
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
3
2
4
2
2
2
2
2
2
5
2
2
2
2
6
3
4
10
2
12
2
2
10
2
8
10
24
2
3
10
2
2
2
6
2
2
2
9
5
2
5
2
2
2
3
20
4
3
5
5
2
3
2
2
2
2
2
2
2
2
2
2
5
4
2
8
5
47
5
2
2
3
5
2
2
2
6
2
9
4
2
2
3
2
2
4
3
2
2
2
2
2
2
2
4
24
21
2
23
13
7
14
3
2
3
21
8
2
15
21
2
2
15
12
9
15
20
13
18
21
3
2
3
5
6
4
2
2
5
7
6
2
2
2
2
6
3
2
2
2
2
3
10
2
3
2
2
2
2
4
2
2
2
6
2
2
2
2
2
4
2
3
2
9
6
2
8
2
4
9
2
2
2
2
2
2
2
2
2
2
2
2
7
2
2
8
3
2
8
3
2
6
2
2
2
2
2
3
2
2
2
2
2
99
8
3
5
3
5
6
6
2
2
2
3
2
2
2
2
2
2
2
2
2
2
2
7
8
2
2
2
2
2
28
2
2
3
2
2
2
6
3
2
3
12
2
2
2
2
2
2
2
2
4
2
2
4
10
2
4
5
7
7
3
2
2
20
29
2
2
2
2
2
5
10
2
12
2
2
2
2
2
2
2
2
2
2
2
4
5
2
2
2
2
2
2
2
9
2
3
9
2
2
2
3
2
2
3
6
2
3
2
2
4
2
2
6
2
2
40
30
4
2
4
3
2
2
8
2
4
2
2
3
2
4
2
2
2
2
3
2
4
2
3
2
2
2
2
2
2
2
2
2
2
3
5
2
2
4
3
4
58
2
2
4
2
15
24
3
2
6
2
2
2
14
2
2
3
2
3
4
2
3
4
4
2
2
3
5
3
10
3
4
3
3
2
2
2
2
2
3
5
4
2
2
2
2
7
2
2
4
2
2
2
14
8
6
3
2
2
3
2
3
3
3
4
2
2
2
2
2
2
2
5
4
6
2
26
2
2
2
2
2
2
2
2
4
2
2
4
2
2
4
3
2
2
2
2
2
2
3
67
2
2
2
3
2
6
2
2
2
55
2
2
6
4
2
2
3
2
79
3
84
5
2
3
2
13
4
2
2
2
2
2
2
3
4
2
2
2
4
2
2
4
2
2
2
3
11
2
2
3
2
4
2
5
2
4
6
6
2
5
2
3
11
2
2
2
5
4
6
3
5
6
3
2
2
4
3
2
3
3
3
5
2
10
3
4
6
8
4
2
6
2
4
3
3
2
2
2
2
2
3
3
5
2
3
4
16
4
2
2
2
2
2
2
6
7
4
11
7
10
3
2
2
5
2
8
4
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
4
2
6
2
2
2
3
2
2
6
2
2
3
3
3
2
2
2
2
2
2
2
2
2
4
2
2
16
2
7
6
3
5
3
2
2
2
2
2
2
3
3
5
6
3
2
4
2
3
3
3
5
2
2
2
2
2
2
4
4
2
2
2
2
7
2
2
2
4
2
7
4
2
2
2
4
2
2
2
3
6
2
2
2
2
2
2
2
3
2
2
2
6
2
2
2
2
2
4
2
2
3
2
7
6
2
5
4
8
9
8
6
2
3
2
2
3
2
2
3
2
2
2
12
2
8
2
2
2
3
22
2
2
2
2
3
2
3
2
2
2
2
5
2
2
2
2
2
2
2
2
2
2
5
10
3
2
2
6
2
4
2
3
3
2
2
2
2
5
2
2
2
2
2
2
2
2
2
2
7
2
2
2
3
2
4
2
2
2
4
2
2
3
2
2
3
6
3
2
2
3
4
6
2
15
3
2
2
2
9
33
2
4
2
2
2
26
3
2
2
3
2
6
2
8
2
3
2
2
2
2
4
3
2
2
2
2
16
4
3
6
2
2
2
2
2
2
2
2
2
4
2
2
2
3
2
2
4
2
3
3
5
2
2
2
2
2
2
2
2
6
8
8
8
18
2
2
8
2
2
2
2
2
2
5
2
2
2
2
4
18
2
2
5
2
3
6
2
2
2
2
2
2
2
5
2
4
2
2
3
2
11
3
3
9
2
4
2
2
2
4
2
2
2
3
2
3
2
2
2
3
2
2
2
2
2
2
3
2
2
2
2
2
2
2
6
4
2
20
2
2
2
2
3
3
2
2
2
2
2
2
2
2
4
9
2
5
2
2
2
2
51
2
2
2
2
2
2
4
2
2
2
2
2
200
3
6
3
11
2
12
2
3
3
