suplicates_cnt
3
4
2
2
2
2
3
5
8
8
4
6
3
3
2
2
3
2
4
2
3
3
2
8
2
2
2
2
2
2
2
2
2
2
2
4
4
2
4
4
2
2
2
2
2
2
2
2
2
2
2
2
4
2
5
4
4
2
2
3
3
2
4
2
2
4
2
2
2
2
2
3
4
2
4
2
3
2
2
5
2
6
2
2
4
2
6
4
2
2
3
2
4
6
8
2
2
14
2
3
2
2
2
3
4
3
2
2
3
4
4
2
2
2
4
3
3
2
2
5
4
4
4
2
2
2
3
2
3
2
3
2
2
2
2
4
2
3
2
4
3
2
3
2
4
3
2
2
3
3
3
2
2
2
2
2
3
3
3
2
2
2
2
2
2
2
4
2
4
3
2
2
2
2
2
3
2
4
4
3
3
2
2
3
2
3
2
3
2
2
2
2
2
4
3
2
2
6
3
7
2
4
4
6
4
2
2
4
3
2
2
2
2
9
5
4
3
2
2
2
4
4
4
2
2
2
3
2
2
2
2
2
5
3
2
2
2
2
5
5
2
2
2
5
3
2
2
5
2
2
2
2
2
2
4
2
4
4
2
2
4
4
6
7
3
2
3
4
2
6
6
4
2
3
2
2
5
5
2
11
2
3
2
2
2
3
5
2
2
2
2
2
10
4
2
3
4
10
4
3
3
2
7
3
3
2
3
4
4
2
3
2
2
2
2
13
2
2
2
2
2
2
3
2
7
2
3
18
2
2
2
2
2
2
2
17
23
2
3
4
2
2
30
2
2
5
6
2
6
2
2
2
2
3
2
19
2
3
2
2
5
2
3
2
7
5
2
2
5
2
2
2
2
21
2
2
2
7
2
2
4
5
10
3
11
12
6
2
2
3
2
3
2
2
2
2
2
2
10
196
2
2
13
2
2
144
142
2
6
4
2
2
2
4
2
2
4
4
2
2
2
4
2
2
2
2
4
2
3
3
2
2
2
2
2
2
4
5
2
2
2
3
2
2
2
2
5
2
6
3
2
2
2
2
2
2
2
2
3
2
2
2
2
2
2
2
2
3
2
5
2
2
5
2
4
2
5
2
2
2
2
2
2
2
2
2
5
2
2
2
2
14
2
9
23
2
6
2
2
5
2
4
3
2
5
88
3
2
2
34
8
2
2
2
3
2
14
3
6
2
5
3
2
2
3
2
3
3
2
2
3
2
2
4
2
2
3
3
3
2
3
3
2
2
3
2
2
2
2
3
3
2
3
5
3
2
3
2
3
2
2
3
2
3
2
2
2
2
2
2
2
2
3
2
2
2
5
2
2
8
3
2
9
4
2
2
2
2
14
3
3
2
3
161
10
2
3
3
2
2
2
2
3
2
2
2
2
2
2
2
2
2
2
5
4
2
2
2
2
2
2
2
5
10
8
5
2
3
7
2
8
4
4
2
6
2
4
2
2
2
2
2
3
2
2
2
2
2
2
2
2
3
6
2
2
4
2
2
2
2
2
2
4
4
2
8
2
2
2
2
2
4
2
3
3
2
2
2
2
3
2
2
2
9
2
2
3
12
2
4
2
4
2
2
4
2
4
2
2
2
3
2
2
2
2
3
4
2
2
4
2
6
3
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
5
2
4
2
2
2
2
2
2
2
4
2
2
2
3
2
2
3
2
5
9
2
41
7
4
3
2
2
2
2
2
2
2
2
2
3
2
5
2
2
2
3
2
2
2
3
2
2
2
2
6
2
2
2
14
2
12
2
2
3
3
2
2
11
5
2
2
2
2
13
2
2
4
2
2
3
2
2
2
2
3
2
2
2
3
2
2
2
2
4
2
3
4
2
3
8
2
2
8
2
2
2
2
5
2
2
2
2
3
4
2
2
3
2
6
2
2
3
31
2
2
4
2
6
2
2
2
2
2
5
2
2
2
2
2
28
2
2
2
2
7
3
2
2
2
5
3
2
2
4
2
4
2
2
2
2
2
3
3
6
11
4
3
7
2
2
2
2
2
2
2
2
2
2
2
2
3
2
2
5
2
2
4
2
6
2
2
3
2
2
2
2
3
2
2
3
2
2
7
2
2
7
28
3
3
2
2
4
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
3
4
3
8
2
2
6
3
2
2
2
2
2
2
83
2
3
2
4
2
2
2
2
2
2
2
2
2
2
2
115
2
3
3
4
2
4
2
2
4
2
2
2
12
2
3
2
2
2
2
2
2
4
2
2
2
2
2
2
2
3
2
2
3
2
2
6
6
2
2
2
2
2
2
2
2
2
9
6
2
2
3
15
2
3
2
4
2
3
2
2
2
3
3
3
2
2
2
2
2
4
2
2
2
2
2
2
2
2
2
2
2
2
6
2
2
3
3
3
4
2
2
4
2
2
2
3
3
2
3
2
3
2
3
8
2
2
3
3
2
2
26
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
3
2
2
2
2
2
3
2
6
2
2
2
3
2
10
2
2
5
2
2
4
10
14
2
2
3
2
4
2
2
10
2
13
2
2
2
9
2
3
2
2
2
6
2
2
5
5
2
2
2
2
2
2
2
9
12
2
2
2
7
3
4
2
6
6
4
2
6
8
16
8
6
12
3
2
3
5
2
2
2
2
2
3
3
2
2
2
2
10
16
16
16
16
10
16
2
13
10
10
10
10
16
16
16
15
9
16
16
10
16
2
2
2
2
2
12
2
2
3
2
2
14
3
2
9
3
2
2
2
2
2
2
36
2
2
2
3
3
2
3
2
8
6
2
5
14
3
7
3
3
2
3
2
4
2
2
2
4
2
8
4
3
4
3
